"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MCTAVISH","7024745","2018-01-31","2018","01","31","","-5.4","","-17.3","","-11.4","","29.4","","0.0","","","M","","M","4.9","","60","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-01","2018","02","01","","3.3","","-10.1","","-3.4","","21.4","","0.0","","","M","","M","0.2","","67","","1","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-02","2018","02","02","","-7.2","","-18.3","","-12.8","","30.8","","0.0","","","M","","M","0.0","","65","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-03","2018","02","03","","-5.8","","-18.9","","-12.4","","30.4","","0.0","","","M","","M","0.8","","65","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-04","2018","02","04","","-0.2","","-6.7","","-3.5","","21.5","","0.0","","","M","","M","13.0","","69","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-05","2018","02","05","","-0.2","","-11.7","","-6.0","","24.0","","0.0","","","M","","M","2.3","","77","","23","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-06","2018","02","06","","-4.6","","-11.2","","-7.9","","25.9","","0.0","","","M","","M","1.0","","76","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-07","2018","02","07","","-9.3","","-11.4","","-10.4","","28.4","","0.0","","","M","","M","9.7","","75","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-08","2018","02","08","","-7.1","","-15.1","","-11.1","","29.1","","0.0","","","M","","M","0.2","","93","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-09","2018","02","09","","-5.7","","-12.1","","-8.9","","26.9","","0.0","","","M","","M","0.6","","91","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-10","2018","02","10","","-4.5","","-8.7","","-6.6","","24.6","","0.0","","","M","","M","7.2","","88","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-11","2018","02","11","","2.9","","-7.5","","-2.3","","20.3","","0.0","","","M","","M","3.6","","95","","23","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-12","2018","02","12","","-1.6","","-11.3","","-6.5","","24.5","","0.0","","","M","","M","0.0","","90","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-13","2018","02","13","","-5.6","","-12.7","","-9.2","","27.2","","0.0","","","M","","M","0.0","","87","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-14","2018","02","14","","4.3","","-6.8","","-1.3","","19.3","","0.0","","","M","","M","0.0","","86","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-15","2018","02","15","","5.7","","-1.6","","2.1","","15.9","","0.0","","","M","","M","0.5","","83","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-16","2018","02","16","","4.2","","-9.2","","-2.5","","20.5","","0.0","","","M","","M","4.0","","76","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-17","2018","02","17","","-0.9","","-9.6","","-5.3","","23.3","","0.0","","","M","","M","0.0","","80","","20","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-18","2018","02","18","","2.5","","-4.3","","-0.9","","18.9","","0.0","","","M","","M","0.0","","78","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-19","2018","02","19","","5.6","","-2.0","","1.8","","16.2","","0.0","","","M","","M","1.8","","76","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-20","2018","02","20","","3.3","","0.8","","2.1","","15.9","","0.0","","","M","","M","15.3","","71","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-21","2018","02","21","","10.6","","-1.9","","4.4","","13.6","","0.0","","","M","","M","2.6","","66","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-22","2018","02","22","","-1.9","","-7.0","","-4.5","","22.5","","0.0","","","M","","M","0.0","","60","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-23","2018","02","23","","2.9","","-7.5","","-2.3","","20.3","","0.0","","","M","","M","5.9","","60","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-24","2018","02","24","","3.6","","-2.2","","0.7","","17.3","","0.0","","","M","","M","0.2","","59","","36","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-25","2018","02","25","","4.4","","-3.3","","0.6","","17.4","","0.0","","","M","","M","8.1","","57","","17","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-26","2018","02","26","","5.2","","0.6","","2.9","","15.1","","0.0","","","M","","M","0.0","","58","","22","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-27","2018","02","27","","8.2","","-1.6","","3.3","","14.7","","0.0","","","M","","M","0.0","","57","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-02-28","2018","02","28","","7.9","","0.7","","4.3","","13.7","","0.0","","","M","","M","0.0","","55","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-01","2018","03","01","","1.9","","-1.5","","0.2","","17.8","","0.0","","","M","","M","0.0","","53","","6","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-02","2018","03","02","","1.2","","-2.1","","-0.5","","18.5","","0.0","","","M","","M","1.0","","53","","36","","44",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-03","2018","03","03","","5.6","","0.6","","3.1","","14.9","","0.0","","","M","","M","0.0","","53","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-04","2018","03","04","","2.7","","-0.8","","1.0","","17.0","","0.0","","","M","","M","1.2","","51","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-05","2018","03","05","","2.2","","-1.4","","0.4","","17.6","","0.0","","","M","","M","0.2","","51","","2","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-06","2018","03","06","","2.0","","-3.1","","-0.6","","18.6","","0.0","","","M","","M","0.0","","51","","1","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-07","2018","03","07","","0.8","","-1.5","","-0.4","","18.4","","0.0","","","M","","M","1.4","","51","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-08","2018","03","08","","-1.2","","-2.3","","-1.8","","19.8","","0.0","","","M","","M","5.0","","54","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-09","2018","03","09","","2.0","","-2.7","","-0.4","","18.4","","0.0","","","M","","M","1.4","","66","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-10","2018","03","10","","1.6","","-4.1","","-1.3","","19.3","","0.0","","","M","","M","5.4","","63","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-11","2018","03","11","","1.9","","-1.5","","0.2","","17.8","","0.0","","","M","","M","0.7","","68","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-12","2018","03","12","","3.8","","-1.6","","1.1","","16.9","","0.0","","","M","","M","0.2","","61","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-13","2018","03","13","","2.2","","-1.3","","0.5","","17.5","","0.0","","","M","","M","9.2","","60","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-14","2018","03","14","","0.7","","-0.7","","0.0","","18.0","","0.0","","","M","","M","11.6","","78","","36","","83",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-15","2018","03","15","","3.2","","-2.7","","0.3","","17.7","","0.0","","","M","","M","3.3","","84","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-16","2018","03","16","","-2.2","","-7.4","","-4.8","","22.8","","0.0","","","M","","M","0.0","","77","","21","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-17","2018","03","17","","-7.0","","-12.0","","-9.5","","27.5","","0.0","","","M","","M","0.2","","77","","3","","44",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-18","2018","03","18","","-6.2","","-15.1","","-10.7","","28.7","","0.0","","","M","","M","0.0","","76","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-19","2018","03","19","","-3.7","","-12.5","","-8.1","","26.1","","0.0","","","M","","M","0.0","","75","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-20","2018","03","20","","-1.1","","-9.8","","-5.5","","23.5","","0.0","","","M","","M","0.0","","74","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-21","2018","03","21","","1.8","","-8.3","","-3.3","","21.3","","0.0","","","M","","M","0.0","","73","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-22","2018","03","22","","6.4","","-2.4","","2.0","","16.0","","0.0","","","M","","M","0.0","","73","","2","","35",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-23","2018","03","23","","5.6","","-2.2","","1.7","","16.3","","0.0","","","M","","M","0.0","","69","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-24","2018","03","24","","1.1","","-4.7","","-1.8","","19.8","","0.0","","","M","","M","0.0","","67","","3","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-25","2018","03","25","","3.5","","-2.9","","0.3","","17.7","","0.0","","","M","","M","0.0","","67","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-26","2018","03","26","","5.6","","-3.8","","0.9","","17.1","","0.0","","","M","","M","0.0","","65","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-27","2018","03","27","","7.5","","-3.0","","2.3","","15.7","","0.0","","","M","","M","0.0","","63","","22","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-28","2018","03","28","","6.4","","1.5","","4.0","","14.0","","0.0","","","M","","M","1.4","","59","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-29","2018","03","29","","9.8","","3.2","","6.5","","11.5","","0.0","","","M","","M","9.9","","56","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-30","2018","03","30","","8.7","","0.8","","4.8","","13.2","","0.0","","","M","","M","3.1","","50","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-03-31","2018","03","31","","8.7","","-1.7","","3.5","","14.5","","0.0","","","M","","M","0.0","","46","","22","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-01","2018","04","01","","7.4","","-1.1","","3.2","","14.8","","0.0","","","M","","M","1.0","","40","","21","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-02","2018","04","02","","4.4","","-2.2","","1.1","","16.9","","0.0","","","M","","M","0.0","","38","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-03","2018","04","03","","6.9","","0.2","","3.6","","14.4","","0.0","","","M","","M","1.9","","35","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-04","2018","04","04","","7.2","","-8.0","","-0.4","","18.4","","0.0","","","M","","M","31.0","","33","","21","","50",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-05","2018","04","05","","-3.1","","-10.4","","-6.8","","24.8","","0.0","","","M","","M","0.0","","33","","29","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-06","2018","04","06","","4.5","","-4.8","","-0.2","","18.2","","0.0","","","M","","M","0.9","","32","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-07","2018","04","07","","3.3","","-3.0","","0.2","","17.8","","0.0","","","M","","M","0.2","","31","","20","","41",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-08","2018","04","08","","1.9","","-4.9","","-1.5","","19.5","","0.0","","","M","","M","0.0","","26","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-09","2018","04","09","","1.3","","-7.3","","-3.0","","21.0","","0.0","","","M","","M","0.0","","26","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-10","2018","04","10","","4.6","","-1.6","","1.5","","16.5","","0.0","","","M","","M","0.0","","24","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-11","2018","04","11","","7.3","","-0.3","","3.5","","14.5","","0.0","","","M","","M","0.0","","20","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-12","2018","04","12","","9.6","","2.1","","5.9","","12.1","","0.0","","","M","","M","7.2","","16","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-13","2018","04","13","","9.9","","2.9","","6.4","","11.6","","0.0","","","M","","M","0.0","","10","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-14","2018","04","14","","6.6","","-3.8","","1.4","","16.6","","0.0","","","M","","M","0.0","","4","","2","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-15","2018","04","15","","0.1","","-6.0","","-3.0","","21.0","","0.0","","","M","","M","0.9","","4","","7","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-16","2018","04","16","","3.8","","-1.1","","1.4","","16.6","","0.0","","","M","","M","13.2","","4","","7","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-17","2018","04","17","","2.9","","0.0","","1.5","","16.5","","0.0","","","M","","M","2.9","","3","","20","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-18","2018","04","18","","7.1","","0.0","","3.6","","14.4","","0.0","","","M","","M","1.5","","1","","20","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-19","2018","04","19","","4.7","","0.8","","2.8","","15.2","","0.0","","","M","","M","0.4","","","","1","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-20","2018","04","20","","","M","0.8","E","","M","","M","","M","","M","","M","","M","","","33","","35",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-21","2018","04","21","","11.9","","2.5","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","33","","39",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-22","2018","04","22","","14.2","","3.6","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-23","2018","04","23","","18.1","E","3.5","E","10.8","E","7.2","E","0.0","E","","M","","M","0.0","","","","","M","","M"
"-73.58","45.50","MCTAVISH","7024745","2018-04-24","2018","04","24","","22.0","","8.9","","15.5","","2.5","","0.0","","","M","","M","0.0","","","","20","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-25","2018","04","25","","14.7","","10.9","","12.8","","5.2","","0.0","","","M","","M","28.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-26","2018","04","26","","11.7","","7.4","","9.6","","8.4","","0.0","","","M","","M","9.4","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-27","2018","04","27","","14.0","","6.9","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-28","2018","04","28","","15.0","","8.0","","11.5","","6.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-29","2018","04","29","","8.1","","5.2","","6.7","","11.3","","0.0","","","M","","M","15.5","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-04-30","2018","04","30","","9.8","","6.5","","8.2","","9.8","","0.0","","","M","","M","9.6","","","","35","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-01","2018","05","01","","17.8","","7.2","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-02","2018","05","02","","26.2","","15.3","","20.8","","0.0","","2.8","","","M","","M","0.0","","","","20","","39",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-03","2018","05","03","","18.3","","12.4","","15.4","","2.6","","0.0","","","M","","M","17.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-04","2018","05","04","","18.7","","8.5","","13.6","","4.4","","0.0","","","M","","M","9.4","","","","19","","56",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-05","2018","05","05","","20.7","","6.8","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","20","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-06","2018","05","06","","18.2","","9.4","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","2","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-07","2018","05","07","","14.8","","4.9","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","1","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-08","2018","05","08","","","M","8.4","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-09","2018","05","09","","26.3","","12.2","","19.3","","0.0","","1.3","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-10","2018","05","10","","22.1","","7.1","","14.6","","3.4","","0.0","","","M","","M","0.0","","","","1","","39",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-11","2018","05","11","","12.4","","3.1","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-12","2018","05","12","","17.1","","5.7","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-13","2018","05","13","","21.7","","7.5","","14.6","","3.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-14","2018","05","14","","24.7","","12.4","","18.6","","0.0","","0.6","","","M","","M","0.0","","","","22","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-15","2018","05","15","","20.6","","8.5","","14.6","","3.4","","0.0","","","M","","M","0.9","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-16","2018","05","16","","22.9","","4.7","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-17","2018","05","17","","18.0","","8.9","","13.5","","4.5","","0.0","","","M","","M","0.0","","","","3","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-18","2018","05","18","","16.4","","6.3","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-19","2018","05","19","","21.1","","8.3","","14.7","","3.3","","0.0","","","M","","M","7.8","","","","20","","35",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-20","2018","05","20","","20.5","","12.2","","16.4","","1.6","","0.0","","","M","","M","8.7","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-21","2018","05","21","","25.0","","10.9","","18.0","","0.0","","0.0","","","M","","M","0.0","","","","26","","35",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-22","2018","05","22","","22.1","","13.2","","17.7","","0.3","","0.0","","","M","","M","1.9","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-23","2018","05","23","","23.5","","11.6","","17.6","","0.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-24","2018","05","24","","22.9","","12.1","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-25","2018","05","25","","25.7","","17.0","","21.4","","0.0","","3.4","","","M","","M","0.4","","","","21","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-26","2018","05","26","","23.4","","13.9","","18.7","","0.0","","0.7","","","M","","M","5.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-27","2018","05","27","","20.0","","11.7","","15.9","","2.1","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-28","2018","05","28","","21.5","","13.6","","17.6","","0.4","","0.0","","","M","","M","0.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-29","2018","05","29","","24.8","","16.9","","20.9","","0.0","","2.9","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-30","2018","05","30","","29.9","","13.1","","21.5","","0.0","","3.5","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-05-31","2018","05","31","","29.7","","19.6","","24.7","","0.0","","6.7","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-01","2018","06","01","","30.5","","18.3","","24.4","","0.0","","6.4","","","M","","M","0.8","","","","1","","39",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-02","2018","06","02","","24.6","","14.5","","19.6","","0.0","","1.6","","","M","","M","0.0","","","","1","","41",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-03","2018","06","03","","25.5","","10.9","","18.2","","0.0","","0.2","","","M","","M","3.8","","","","19","","32",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-04","2018","06","04","","14.8","","8.4","","11.6","","6.4","","0.0","","","M","","M","24.9","","","","24","","37",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-05","2018","06","05","","16.1","","10.3","","13.2","","4.8","","0.0","","","M","","M","2.1","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-06","2018","06","06","","17.2","","11.1","","14.2","","3.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-07","2018","06","07","","21.3","","13.0","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","20","","33",""
"-73.58","45.50","MCTAVISH","7024745","2018-06-08","2018","06","08","","22.2","","14.3","","18.3","","0.0","","0.3","","","M","","M","0.0","","","","","","<31",""
